video_id,title,thumbnail_url,views,likes,comments,subscriber_count,date_posted,duration,tags,category
vuqpgAB8_1U,We try 3 Youtube Challenges!   HD 1080p,https://i.ytimg.com/vi/vuqpgAB8_1U/maxresdefault.jpg,339,13,29,17000,2021-04-05T21:17:05Z,539.0,"['Youtube challenges', 'yotube challenges', 'youtube challenges￼ 2020', 'youtube challenges 2021', 'youtube challenges to do with friends', 'youtube challenges for couples', 'youtube challenges 2020', 'youtube challenges to do by yourself', 'youtube challenges for beginners', 'youtube challenges jimmy kimmel', 'youtube challenges to do', 'youtube challenges with friends', 'youtube challenges￼ 2021', 'youtube challenges for one person', 'youtube challenges to do alone', 'Yotube challenges￼ 2020']",Gaming
ckvvRkhfyQ8,Top 4 YouTube Challenges #HWShow Episode 11,https://i.ytimg.com/vi/ckvvRkhfyQ8/maxresdefault.jpg,258,63,10,235,2020-04-22T01:04:18Z,781.0,"['Entertainment', '#Podcast', 'challenge']",Entertainment
siATVT4-KPE,Top 5 Youtube Challenges Gone Horribly Wrong,https://i.ytimg.com/vi/siATVT4-KPE/maxresdefault.jpg,149,23,43,1070,2019-07-15T16:00:12Z,190.0,"['top 5', 'social media', 'cinnamon challenge', 'fire challenge', 'social media challenges', 'internet challenge', 'food challenge', 'top 5 unknowns', 'Top5 Worst Youtube Challenges', 'challenge', 'funny', 'youtube', 'online', 'top', 'viral', 'best', 'facts', 'fail', 'bad youtube challenges', 'youtube videos', 'viral videos 2019', 'fail compilation', 'youtube videos gone wrong', 'Top 5 Youtube Challenges Gone Horribly Wrong']",Entertainment
F_bCpfBKitE,55 MOST POPULAR CHALLENGES ON YOUTUBE,https://i.ytimg.com/vi/F_bCpfBKitE/sddefault.jpg,62,18,0,464,2020-07-29T17:00:04Z,186.0,[],People & Blogs
W4aTtoAikzQ,Solo Youtube Challenges by Surabhi Chaubey,https://i.ytimg.com/vi/W4aTtoAikzQ/maxresdefault.jpg,114,7,2,2160,2021-08-30T05:42:23Z,174.0,"['subscribe now', 'surabhichaubey', 'Video', 'Editing', 'video production course in hindi', 'surabhi chaubey', 'Surabhi', 'Chaubey', 'Surabhi Chaubey', 'madden ultimate team', 'food challenge', 'challenges', 'youtube video ideas for beginners', 'eating challenge', 'video song', 'challenge', 'challenges video in hindi', 'challenges video food', 'challenges video games', 'comedy', 'how to use youtube shorts', 'youtube shorts', '#shorts', 'shorts beta', 'shorts video', 'how to make money with youtube shorts', 'funny videos 2021']",Film & Animation
JqOj7QGhQIQ,Guess the food challenges | YOUTUBE POPULAR FOOD CHALLENGES | Just A List,https://i.ytimg.com/vi/JqOj7QGhQIQ/maxresdefault.jpg,55,2,6,1400,2021-07-16T11:44:58Z,193.0,"['just a list', 'guess the food challenges', 'food challenges', 'food challenge ideas', 'challenge ideas', 'youtube food challenge ideas', 'guessing food challenge', 'content ideas', 'food ideas', 'food content', 'youtube content', 'youtube ideas', 'youtube video ideas', 'youtube 24 hours ideas', '24 hours challenge ideas']",People & Blogs
QTtTz6JHr2I,POPULAR YOUTUBE CHALLENGES,https://i.ytimg.com/vi/QTtTz6JHr2I/hqdefault.jpg,264,138,12,926,2021-03-19T00:37:53Z,756.0,['#Video.Guru'],People & Blogs
xfJe7wW4l6w,74 youtube video ideas that will BLOW UP your channel 🐣✨️ *unique*,https://i.ytimg.com/vi/xfJe7wW4l6w/sddefault.jpg,305027,11849,789,32500,2023-05-05T14:00:39Z,569.0,"['youtube video ideas that will blow up', '74', '100+', 'non basic', 'unique', 'fun', 'at home', 'aesthetic', 'lifestyle', 'trendy', 'teen', 'girl', 'for small youtubers', 'successful', 'channel growth and views', 'how to start and grow a youtube channel', 'new', 'updated', 'popular', 'low effort videos', 'funny', 'friends', 'siblings', 'family', 'cute', 'vlogs', 'booktube']",People & Blogs
xMKRHOgRwk8,Bean Boozled Couples Challenge | NEW 5TH EDN #Beanboozled - Popular challenges on Youtube,https://i.ytimg.com/vi/xMKRHOgRwk8/maxresdefault.jpg,630,94,167,2230,2020-11-26T21:00:16Z,862.0,"['bean boozled', 'family bean boozled challenge', 'challenge vids on youtube', 'fam challenges', 'familyvloggersuk', 'bean boozled couple', 'bean boozled changelleges couple', 'changelleges couple', 'couple challenges family', 'youtube challenges 2020', 'most popular challenges on youtube 2020', 'jelly beans challenge beanboozled', 'boozle', 'fun youtube challenge', 'fun youtube challenge 2020', 'beanboozled 5th edition', 'bean boozled 5th edition', 'couples challenge youtube', 'sweet challenge 2020', 'beanboozled']",Entertainment
sRfJ7Cn3am8,10 Popular challenges you should try in The Sims 4!,https://i.ytimg.com/vi/sRfJ7Cn3am8/sddefault.jpg,779366,25917,463,329000,2021-08-30T17:07:05Z,661.0,"['sims 4 challenges', 'sims 4 popular challenges', 'sims 4 not so berry', 'sims 4 baby challenges', 'sims 4 story ideas', 'sims 4 gameplay', 'sims 4 gameplay ideas', 'sims 4 challenge ideas', 'sims 4 100 baby', 'fun things to do in the sims', 'how to make the sims 4 more fun', 'better gameplay for the sims 4', 'fun sims challenges', '10 challenges for the sims', '10 sims challenges', 'best sims 4 challenges', 'best sims 4 gameplay ideas', 'best sims 4 challenge ideas', 'challenges to play in the sims']",Gaming
x9TQ6culXIA,"$1,000,000 Influencer Tournament!",https://i.ytimg.com/vi/x9TQ6culXIA/maxresdefault.jpg,92880291,3145894,87269,313000000,2021-12-16T21:00:00Z,725.0,[],Entertainment
P5ytfpM1Bcs,CHALLENGE CONTENT IDEAS / FOR YOUTUBERS /MUST WATCH,https://i.ytimg.com/vi/P5ytfpM1Bcs/sddefault.jpg,19833,444,10,1840,2021-05-28T14:54:27Z,291.0,"['#smallyoutubers', '#Vlogging', '#Vlogs', '#content']",Education
JfWTk-PZQrY,Most Popular Challenge Ideas to do on YouTube / 40+ Challenge Ideas for YouTube Videos,https://i.ytimg.com/vi/JfWTk-PZQrY/maxresdefault.jpg,82194,1864,148,1500,2021-09-29T10:10:21Z,255.0,"['most popular challenge ideas to do', 'most popular challenge ideas for youtube videos', 'challenges for youtube videos', 'funny and easy challenges', '40+ challenge ideas']",Entertainment
K1YCGYlY6jc,Top 10 Viral Challenges That Got People Killed,https://i.ytimg.com/vi/K1YCGYlY6jc/maxresdefault.jpg,564961,10930,2264,25400000,2023-09-20T21:00:08Z,628.0,"['Digital Media', 'Internet', 'Tech', 'challenges', 'dangerous viral challenges', 'deadly challenges', 'deadly internet challenges', 'internet challenges', 'internet challenges that got people killed', 'list', 'mojo', 'social media challenges', 'stupidest internet challenges', 'top 10', 'viral', 'viral challenges', 'viral challenges that got people killed', 'viral internet challenges', 'viral internet challenges that got people killed', 'watch mojo', 'watchmojo', 'worst viral challenges']",Entertainment
rJkQ3sGm5v8,Top 10 Most Dangerous Challenges in Survivor,https://i.ytimg.com/vi/rJkQ3sGm5v8/maxresdefault.jpg,504027,6429,405,160000,2022-10-26T17:01:13Z,919.0,['peridiam'],Entertainment
vBBQ_OcajeI,12 Crazy YouTube *CHALLENGES* Pokemon Edition,https://i.ytimg.com/vi/vBBQ_OcajeI/maxresdefault.jpg,216,49,102,20400,2020-08-21T18:00:10Z,1746.0,"['pokemon opening', 'pokemon unboxing', 'pokemon', 'pokemon tcg', 'pokemon giveaway', 'leonhart', 'unlisted leaf', 'pokemon challenge', 'opening Pokemon cards', 'popular youtube challenges', 'nasty smoothie challenge', 'beanboozled challenge', 'pokemon card challenge', 'tcg funhouse', 'pokemon tcg challenge', 'funny pokemon']",Entertainment
